PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,TICKER
27959,20160128,252,1.46%,-0.0006,0.5311,-0.5699,-0.0129,1.06%,1.23%,25.32%,0.97%,DUK
27959,20160129,252,2.49%,-0.0005,0.5407,-0.5613,-0.0027,1.06%,1.23%,25.93%,1.39%,DUK
27959,20160201,252,2.26%,-0.0004,0.5273,-0.6039,-0.041,1.06%,1.23%,25.79%,2.16%,DUK
27959,20160202,252,-0.32%,-0.0003,0.5269,-0.6085,-0.0315,1.06%,1.23%,25.94%,0.71%,DUK
27959,20160203,252,2.36%,-0.0002,0.5365,-0.6086,-0.0113,1.07%,1.24%,26.23%,1.94%,DUK
27959,20160204,252,0.03%,-0.0002,0.5354,-0.6098,-0.0135,1.06%,1.24%,26.22%,0.01%,DUK
27959,20160205,252,0.59%,-0.0002,0.5254,-0.6277,0.0056,1.07%,1.24%,25.96%,1.04%,DUK
27959,20160208,252,0.16%,0,0.5198,-0.612,0.0403,1.04%,1.21%,26.65%,0.93%,DUK
27959,20160209,252,-0.30%,0,0.5193,-0.6102,0.0434,1.04%,1.21%,26.61%,-0.53%,DUK
27959,20160210,252,0.02%,0,0.5155,-0.6029,0.0537,1.03%,1.20%,26.29%,0.01%,DUK
27959,20160211,252,-1.69%,0.0001,0.5191,-0.6093,0.0583,1.03%,1.20%,27.04%,-0.69%,DUK
27959,20160212,252,-0.73%,0,0.5073,-0.5974,0.0291,1.03%,1.20%,26.24%,-2.16%,DUK
27959,20160216,252,0.07%,0.0001,0.5069,-0.5972,0.0267,1.03%,1.20%,26.44%,-0.49%,DUK
27959,20160217,252,-1.04%,0,0.4953,-0.5931,0.0404,1.04%,1.20%,25.69%,-1.94%,DUK
27959,20160218,252,0.94%,0,0.4937,-0.5962,0.0645,1.03%,1.20%,25.99%,1.20%,DUK
27959,20160219,252,-2.18%,0,0.4933,-0.5993,0.0675,1.03%,1.20%,26.07%,-1.91%,DUK
27959,20160222,252,0.39%,0,0.4928,-0.606,0.0606,1.03%,1.20%,26.31%,-0.50%,DUK
27959,20160223,252,-0.04%,0,0.4892,-0.6005,0.0591,1.03%,1.19%,26.16%,0.89%,DUK
27959,20160224,252,0.19%,0,0.4891,-0.5981,0.0539,1.03%,1.19%,26.10%,0.35%,DUK
27959,20160225,252,1.99%,0.0001,0.4939,-0.602,0.0517,1.03%,1.20%,26.52%,1.19%,DUK
27959,20160226,252,-3.15%,0,0.4921,-0.6412,0.0304,1.04%,1.21%,26.52%,-2.68%,DUK
27959,20160229,252,0.34%,0,0.49,-0.6281,0.0364,1.04%,1.21%,26.22%,1.09%,DUK
27959,20160301,252,-1.25%,0,0.4712,-0.6015,0.0173,1.05%,1.21%,24.84%,-2.81%,DUK
27959,20160302,252,0.38%,0,0.4732,-0.5947,0.0204,1.05%,1.21%,24.85%,0.41%,DUK
27959,20160303,252,0.95%,0,0.4751,-0.5849,0.0292,1.05%,1.21%,24.75%,0.96%,DUK
27959,20160304,252,1.13%,0,0.4765,-0.5806,0.0374,1.05%,1.21%,24.74%,1.10%,DUK
27959,20160307,252,1.44%,0.0002,0.4686,-0.5236,0.0764,1.05%,1.20%,23.63%,2.02%,DUK
27959,20160308,252,1.34%,0.0003,0.4623,-0.5486,0.0622,1.05%,1.20%,23.53%,1.38%,DUK
27959,20160309,252,0.31%,0.0003,0.4678,-0.5529,0.0675,1.05%,1.20%,23.78%,0.07%,DUK
27959,20160310,252,-0.32%,0.0003,0.4681,-0.5418,0.0655,1.05%,1.20%,23.58%,-0.77%,DUK
27959,20160311,252,0.65%,0.0002,0.4634,-0.5498,0.0578,1.05%,1.20%,23.53%,-0.02%,DUK
27959,20160314,252,-0.05%,0.0002,0.4624,-0.5481,0.0578,1.05%,1.20%,23.42%,0.02%,DUK
27959,20160315,252,0.42%,0.0002,0.4608,-0.5373,0.0603,1.05%,1.19%,23.06%,-0.24%,DUK
27959,20160316,252,1.15%,0.0003,0.4625,-0.5314,0.0609,1.05%,1.19%,23.00%,0.92%,DUK
27959,20160317,252,1.32%,0.0003,0.463,-0.504,0.0769,1.05%,1.19%,22.47%,1.39%,DUK
27959,20160318,252,-0.40%,0.0003,0.4623,-0.5082,0.0793,1.05%,1.19%,22.38%,-0.47%,DUK
27959,20160321,252,-0.19%,0.0002,0.4611,-0.507,0.0784,1.05%,1.19%,22.25%,-0.31%,DUK
27959,20160322,252,-0.80%,0.0002,0.4615,-0.5076,0.0818,1.05%,1.19%,22.26%,-0.75%,DUK
27959,20160323,252,1.18%,0.0002,0.4576,-0.5206,0.0758,1.05%,1.19%,22.11%,1.00%,DUK
27959,20160324,252,-0.08%,0.0003,0.4503,-0.535,0.0892,1.05%,1.19%,22.15%,0.17%,DUK
27959,20160328,252,-0.34%,0.0003,0.4497,-0.5338,0.0884,1.05%,1.19%,22.10%,-0.39%,DUK
27959,20160329,252,1.21%,0.0003,0.4549,-0.5,0.0796,1.05%,1.19%,21.71%,1.78%,DUK
27959,20160330,252,-0.11%,0.0003,0.4514,-0.4989,0.0785,1.05%,1.19%,21.46%,-0.46%,DUK
27959,20160331,252,0.41%,0.0003,0.4553,-0.508,0.0648,1.05%,1.18%,21.86%,0.72%,DUK
27959,20160401,252,0.56%,0.0003,0.456,-0.5112,0.0611,1.05%,1.18%,21.95%,0.18%,DUK
27959,20160404,252,-0.05%,0.0003,0.4561,-0.5113,0.061,1.05%,1.18%,21.95%,0.06%,DUK
27959,20160405,252,-1.47%,0.0002,0.4572,-0.5049,0.0687,1.05%,1.18%,21.97%,-1.06%,DUK
27959,20160406,252,-0.68%,0.0002,0.4525,-0.5076,0.0763,1.05%,1.18%,21.78%,-1.06%,DUK
27959,20160407,252,-0.09%,0.0002,0.4507,-0.5062,0.0718,1.05%,1.18%,21.70%,0.48%,DUK
27959,20160408,252,0.61%,0.0002,0.4526,-0.5142,0.0731,1.05%,1.18%,21.93%,0.43%,DUK
27959,20160411,252,-0.41%,0.0002,0.4515,-0.5139,0.0708,1.04%,1.18%,21.87%,-0.41%,DUK
27959,20160412,252,0.98%,0.0002,0.4526,-0.5096,0.0774,1.05%,1.18%,21.92%,0.44%,DUK
27959,20160413,252,-0.74%,0.0002,0.4484,-0.5216,0.0697,1.05%,1.18%,21.80%,-0.90%,DUK
27959,20160414,252,-0.23%,0.0001,0.4476,-0.5224,0.067,1.05%,1.18%,21.75%,-0.39%,DUK
27959,20160415,252,0.69%,0.0002,0.447,-0.5197,0.0621,1.05%,1.18%,21.66%,0.91%,DUK
27959,20160418,252,0.50%,0.0002,0.4488,-0.5178,0.0614,1.05%,1.18%,21.72%,0.27%,DUK
27959,20160419,252,-0.76%,0.0001,0.4428,-0.5201,0.0446,1.05%,1.18%,21.37%,-1.17%,DUK
27959,20160420,252,-1.99%,0,0.4411,-0.5209,0.0258,1.05%,1.19%,20.94%,-2.14%,DUK
27959,20160421,252,-2.38%,0,0.4451,-0.522,0.0403,1.06%,1.19%,20.98%,-2.10%,DUK
27959,20160422,252,0.88%,0,0.445,-0.5081,0.0527,1.06%,1.20%,20.77%,1.23%,DUK
27959,20160425,252,-0.32%,0,0.4452,-0.501,0.0565,1.06%,1.19%,20.67%,-0.50%,DUK
27959,20160426,252,0.25%,0,0.4431,-0.5082,0.0678,1.06%,1.19%,20.84%,0.41%,DUK
27959,20160427,252,1.44%,0.0001,0.4434,-0.5075,0.0703,1.06%,1.19%,20.79%,1.35%,DUK
27959,20160428,252,0.36%,0.0001,0.4399,-0.5164,0.0767,1.06%,1.19%,20.82%,0.71%,DUK
27959,20160429,252,0.56%,0.0002,0.434,-0.5329,0.0873,1.06%,1.19%,20.92%,0.68%,DUK
27959,20160502,252,0.20%,0.0002,0.4342,-0.5336,0.0867,1.06%,1.19%,20.89%,-0.11%,DUK
27959,20160503,252,-0.13%,0.0002,0.4342,-0.5336,0.087,1.06%,1.19%,20.90%,0.02%,DUK
27959,20160504,252,1.50%,0.0003,0.4226,-0.5372,0.0982,1.06%,1.19%,20.43%,1.70%,DUK
27959,20160505,252,0.20%,0.0003,0.4234,-0.5428,0.0981,1.06%,1.19%,20.55%,-0.05%,DUK
27959,20160506,252,-1.00%,0.0002,0.4212,-0.545,0.0957,1.06%,1.19%,20.39%,-1.16%,DUK
27959,20160509,252,0.86%,0.0003,0.4232,-0.5463,0.0751,1.06%,1.19%,20.20%,1.19%,DUK
27959,20160510,252,0.00%,0.0003,0.4192,-0.5407,0.0712,1.06%,1.19%,19.90%,-0.80%,DUK
27959,20160511,252,0.54%,0.0003,0.417,-0.5422,0.0769,1.06%,1.19%,19.83%,0.66%,DUK
27959,20160512,252,0.73%,0.0004,0.4169,-0.5447,0.0774,1.06%,1.19%,19.99%,0.44%,DUK
27959,20160513,252,-0.38%,0.0004,0.413,-0.5421,0.0801,1.06%,1.18%,19.85%,0.22%,DUK
27959,20160516,252,0.28%,0.0003,0.4129,-0.5394,0.0821,1.06%,1.18%,19.85%,0.05%,DUK
27959,20160517,252,-1.84%,0.0003,0.4191,-0.5222,0.0719,1.07%,1.19%,19.58%,-1.92%,DUK
27959,20160518,252,-2.66%,0.0001,0.418,-0.5338,0.0421,1.08%,1.20%,19.14%,-2.72%,DUK
27959,20160519,252,0.52%,0.0001,0.4176,-0.5382,0.0406,1.08%,1.20%,19.19%,0.50%,DUK
27959,20160520,252,0.04%,0.0002,0.4188,-0.5385,0.04,1.08%,1.20%,19.28%,0.22%,DUK
27959,20160523,252,-1.10%,0.0001,0.4193,-0.5416,0.0426,1.08%,1.20%,19.34%,-0.88%,DUK
27959,20160524,252,1.10%,0.0002,0.4236,-0.5337,0.0411,1.08%,1.20%,19.35%,0.89%,DUK
27959,20160525,252,-0.05%,0.0001,0.4211,-0.5345,0.039,1.08%,1.20%,19.25%,-0.50%,DUK
27959,20160526,252,1.31%,0.0002,0.4208,-0.5368,0.0314,1.08%,1.21%,19.15%,1.31%,DUK
27959,20160527,252,0.03%,0.0002,0.4206,-0.5368,0.0315,1.08%,1.20%,19.12%,0.00%,DUK
27959,20160531,252,0.32%,0.0002,0.4204,-0.5328,0.0306,1.08%,1.20%,19.04%,0.60%,DUK
27959,20160601,252,1.01%,0.0003,0.4209,-0.5152,0.0354,1.08%,1.20%,18.79%,1.28%,DUK
27959,20160602,252,-0.10%,0.0003,0.4218,-0.5049,0.036,1.08%,1.20%,18.70%,-0.07%,DUK
27959,20160603,252,1.44%,0.0004,0.4207,-0.5075,0.0335,1.09%,1.20%,18.53%,1.54%,DUK
27959,20160606,252,-0.30%,0.0004,0.4202,-0.4921,0.0372,1.08%,1.20%,18.36%,-0.22%,DUK
27959,20160607,252,0.19%,0.0005,0.4195,-0.491,0.0377,1.08%,1.20%,18.29%,0.23%,DUK
27959,20160608,252,0.65%,0.0005,0.4203,-0.4888,0.0402,1.08%,1.20%,18.31%,0.71%,DUK
27959,20160609,252,0.93%,0.0006,0.4221,-0.4918,0.0389,1.08%,1.20%,18.39%,0.86%,DUK
27959,20160610,252,-0.02%,0.0005,0.4207,-0.4914,0.0394,1.08%,1.20%,18.37%,0.26%,DUK
27959,20160613,252,0.46%,0.0006,0.4188,-0.4933,0.0398,1.08%,1.20%,18.25%,0.63%,DUK
27959,20160614,252,0.98%,0.0006,0.4182,-0.4909,0.0315,1.09%,1.20%,18.07%,1.22%,DUK
27959,20160615,252,-1.07%,0.0006,0.4189,-0.4944,0.0311,1.09%,1.20%,18.12%,-0.90%,DUK
27959,20160616,252,1.23%,0.0006,0.4195,-0.497,0.0297,1.09%,1.20%,18.16%,0.97%,DUK
27959,20160617,252,0.55%,0.0006,0.4132,-0.4995,0.0426,1.08%,1.20%,18.04%,0.59%,DUK
27959,20160620,252,-1.18%,0.0006,0.408,-0.4994,0.0393,1.08%,1.19%,17.73%,-1.17%,DUK
27959,20160621,252,0.00%,0.0006,0.4085,-0.4954,0.0372,1.08%,1.19%,17.70%,-0.42%,DUK
27959,20160622,252,-0.21%,0.0006,0.4094,-0.4862,0.044,1.08%,1.19%,17.79%,-0.29%,DUK
27959,20160623,252,0.27%,0.0006,0.4058,-0.4882,0.0442,1.08%,1.19%,17.69%,-0.11%,DUK
27959,20160624,252,0.46%,0.0007,0.3805,-0.4861,0.0195,1.08%,1.19%,16.59%,2.10%,DUK
27959,20160627,252,1.89%,0.0008,0.3668,-0.5154,-0.003,1.09%,1.19%,16.08%,2.24%,DUK
27959,20160628,252,-0.06%,0.0007,0.3629,-0.509,-0.0042,1.09%,1.19%,15.81%,-0.91%,DUK
27959,20160629,252,0.25%,0.0007,0.3613,-0.5092,-0.0065,1.09%,1.19%,15.78%,-0.27%,DUK
27959,20160630,252,1.95%,0.0008,0.3681,-0.5003,0.0021,1.10%,1.20%,15.86%,1.62%,DUK
27959,20160701,252,-0.19%,0.0007,0.3683,-0.4875,0.0062,1.09%,1.19%,15.82%,0.00%,DUK
27959,20160705,252,1.52%,0.0008,0.3659,-0.5049,-0.0144,1.09%,1.19%,15.78%,1.54%,DUK
27959,20160706,252,0.35%,0.0007,0.3605,-0.486,-0.0026,1.08%,1.17%,15.58%,0.20%,DUK
27959,20160707,252,-2.22%,0.0006,0.3601,-0.4959,-0.0006,1.09%,1.18%,15.45%,-2.07%,DUK
27959,20160708,252,0.84%,0.0007,0.3639,-0.4854,0.0029,1.09%,1.18%,15.53%,0.71%,DUK
27959,20160711,252,0.00%,0.0007,0.364,-0.4848,0.0032,1.09%,1.18%,15.50%,0.13%,DUK
27959,20160712,252,-1.83%,0.0006,0.363,-0.5057,-0.0221,1.09%,1.19%,15.48%,-1.81%,DUK
27959,20160713,252,0.72%,0.0007,0.3642,-0.506,-0.0189,1.09%,1.19%,15.60%,0.49%,DUK
27959,20160714,252,-0.35%,0.0006,0.3627,-0.5027,-0.0222,1.09%,1.19%,15.44%,-0.76%,DUK
27959,20160715,252,0.20%,0.0006,0.3608,-0.4989,-0.017,1.09%,1.19%,15.30%,0.37%,DUK
27959,20160718,252,0.39%,0.0007,0.3625,-0.5188,-0.0357,1.08%,1.18%,15.79%,0.28%,DUK
27959,20160719,252,0.15%,0.0007,0.3631,-0.5271,-0.0429,1.08%,1.18%,15.94%,-0.09%,DUK
27959,20160720,252,-0.54%,0.0007,0.3602,-0.5278,-0.0339,1.08%,1.18%,15.87%,-0.52%,DUK
27959,20160721,252,0.57%,0.0008,0.3595,-0.528,-0.034,1.08%,1.18%,15.82%,0.67%,DUK
27959,20160722,252,1.29%,0.0009,0.3591,-0.5309,-0.0405,1.08%,1.18%,15.82%,1.24%,DUK
27959,20160725,252,0.22%,0.0009,0.3595,-0.5299,-0.0409,1.08%,1.18%,15.82%,0.29%,DUK
27959,20160726,252,-1.08%,0.0008,0.3644,-0.5332,-0.0482,1.08%,1.18%,16.23%,-0.81%,DUK
27959,20160727,252,-1.07%,0.0007,0.3673,-0.5418,-0.0471,1.08%,1.18%,16.45%,-0.73%,DUK
27959,20160728,252,0.44%,0.0008,0.3686,-0.5444,-0.0447,1.08%,1.18%,16.56%,0.13%,DUK
27959,20160729,252,0.46%,0.0008,0.3686,-0.5452,-0.0436,1.08%,1.18%,16.58%,0.38%,DUK
27959,20160801,252,0.07%,0.0007,0.3694,-0.5583,-0.0317,1.07%,1.18%,16.96%,0.19%,DUK
27959,20160802,252,-0.11%,0.0007,0.3708,-0.5525,-0.0295,1.07%,1.18%,16.97%,-0.17%,DUK
27959,20160803,252,-0.48%,0.0007,0.3697,-0.5549,-0.0361,1.07%,1.17%,17.01%,-0.37%,DUK
27959,20160804,252,0.11%,0.0007,0.3699,-0.555,-0.037,1.07%,1.17%,17.02%,0.12%,DUK
27959,20160805,252,-1.18%,0.0007,0.3662,-0.5651,-0.0474,1.07%,1.18%,16.88%,-1.26%,DUK
27959,20160808,252,0.61%,0.0006,0.3672,-0.5536,-0.0362,1.07%,1.17%,16.87%,0.66%,DUK
27959,20160809,252,-0.01%,0.0007,0.3707,-0.551,-0.0293,1.07%,1.17%,17.04%,-0.05%,DUK
27959,20160810,252,-0.10%,0.0006,0.3742,-0.5495,-0.0328,1.06%,1.17%,17.18%,-0.24%,DUK
27959,20160811,252,0.14%,0.0005,0.3736,-0.5469,-0.028,1.06%,1.17%,17.22%,0.02%,DUK
27959,20160812,252,-0.50%,0.0005,0.3737,-0.5486,-0.0273,1.06%,1.17%,17.24%,-0.44%,DUK
27959,20160815,252,-2.19%,0.0004,0.3716,-0.5719,-0.0437,1.07%,1.17%,17.35%,-1.93%,DUK
27959,20160816,252,-1.48%,0.0004,0.3744,-0.5698,-0.0518,1.07%,1.18%,17.32%,-1.39%,DUK
27959,20160817,252,1.54%,0.0004,0.3743,-0.5828,-0.0485,1.07%,1.18%,17.54%,1.19%,DUK
27959,20160818,252,1.33%,0.0004,0.3793,-0.5705,-0.038,1.07%,1.18%,17.60%,1.50%,DUK
27959,20160819,252,-1.37%,0.0004,0.3807,-0.5721,-0.0368,1.08%,1.18%,17.50%,-1.26%,DUK
27959,20160822,252,0.29%,0.0003,0.4069,-0.6315,-0.0559,1.07%,1.18%,18.78%,0.43%,DUK
27959,20160823,252,-0.54%,0.0005,0.3478,-0.6036,-0.06,1.04%,1.13%,15.67%,-0.30%,DUK
27959,20160824,252,0.14%,0.0006,0.3356,-0.5802,-0.0703,1.03%,1.11%,14.76%,0.07%,DUK
27959,20160825,252,0.21%,0.0006,0.334,-0.5769,-0.0676,1.03%,1.11%,13.51%,0.38%,DUK
27959,20160826,252,-2.21%,0.0005,0.3375,-0.5832,-0.0655,1.04%,1.11%,13.19%,-2.09%,DUK
27959,20160829,252,0.65%,0.0005,0.3385,-0.5876,-0.0651,1.04%,1.11%,13.25%,0.45%,DUK
27959,20160830,252,-1.14%,0.0005,0.332,-0.5674,-0.0435,1.04%,1.11%,12.60%,-1.02%,DUK
27959,20160831,252,0.18%,0.0006,0.3111,-0.5528,-0.0468,1.03%,1.09%,11.32%,0.04%,DUK
27959,20160901,252,-0.41%,0.0006,0.3166,-0.5584,-0.0524,1.03%,1.10%,11.45%,-0.38%,DUK
27959,20160902,252,1.15%,0.0006,0.3178,-0.5513,-0.0461,1.03%,1.10%,11.34%,1.21%,DUK
27959,20160906,252,0.87%,0.0007,0.3138,-0.5419,-0.0524,1.03%,1.09%,10.76%,0.80%,DUK
27959,20160907,252,-0.49%,0.0007,0.3071,-0.5375,-0.0472,1.03%,1.09%,10.24%,-0.19%,DUK
27959,20160908,252,0.34%,0.0007,0.2977,-0.5294,-0.0408,1.03%,1.08%,9.81%,0.40%,DUK
27959,20160909,252,-3.54%,0.0006,0.3352,-0.5268,-0.0629,1.05%,1.11%,10.68%,-3.09%,DUK
27959,20160912,252,1.71%,0.0007,0.3416,-0.5288,-0.0661,1.05%,1.11%,10.93%,1.19%,DUK
27959,20160913,252,-0.62%,0.0006,0.3438,-0.5282,-0.0645,1.05%,1.11%,11.03%,-0.28%,DUK
27959,20160914,252,-0.15%,0.0006,0.3447,-0.529,-0.0627,1.05%,1.11%,11.02%,-0.11%,DUK
27959,20160915,252,0.50%,0.0006,0.3438,-0.5285,-0.0659,1.05%,1.11%,10.97%,0.26%,DUK
27959,20160916,252,0.70%,0.0006,0.344,-0.5396,-0.0473,1.05%,1.11%,11.22%,0.96%,DUK
27959,20160919,252,1.07%,0.0007,0.3431,-0.5315,-0.0433,1.05%,1.11%,10.88%,1.27%,DUK
27959,20160920,252,-0.36%,0.0006,0.3421,-0.5259,-0.0426,1.05%,1.11%,10.67%,-0.49%,DUK
27959,20160921,252,2.16%,0.0007,0.344,-0.5257,-0.0341,1.05%,1.11%,10.69%,1.86%,DUK
27959,20160922,252,0.74%,0.0008,0.3447,-0.5155,-0.0338,1.05%,1.12%,10.57%,0.95%,DUK
27959,20160923,252,0.01%,0.0007,0.3508,-0.5287,-0.0498,1.05%,1.11%,11.02%,0.16%,DUK
27959,20160926,252,-0.45%,0.0007,0.3522,-0.5333,-0.0438,1.05%,1.11%,11.02%,-0.27%,DUK
27959,20160927,252,-0.88%,0.0006,0.3531,-0.53,-0.0413,1.05%,1.11%,10.78%,-1.17%,DUK
27959,20160928,252,-0.41%,0.0006,0.3528,-0.5323,-0.0485,1.05%,1.11%,10.74%,-0.44%,DUK
27959,20160929,252,-0.97%,0.0005,0.3489,-0.5193,-0.0476,1.05%,1.11%,10.21%,-0.82%,DUK
27959,20160930,252,-0.34%,0.0006,0.3513,-0.5397,-0.0538,1.04%,1.10%,10.65%,-0.44%,DUK
27959,20161003,252,-1.19%,0.0005,0.3423,-0.5388,-0.0349,1.04%,1.10%,10.39%,-1.12%,DUK
27959,20161004,252,-2.06%,0.0004,0.3392,-0.5513,-0.0499,1.05%,1.10%,10.32%,-1.88%,DUK
27959,20161005,252,-0.48%,0.0004,0.3391,-0.5539,-0.0573,1.05%,1.10%,10.31%,-0.49%,DUK
27959,20161006,252,0.00%,0.0004,0.3408,-0.5484,-0.0593,1.05%,1.10%,10.29%,-0.11%,DUK
27959,20161007,252,-0.67%,0.0003,0.3409,-0.5432,-0.0637,1.05%,1.10%,10.19%,-0.81%,DUK
27959,20161010,252,0.64%,0.0004,0.3431,-0.5364,-0.0786,1.05%,1.10%,10.15%,0.77%,DUK
27959,20161011,252,-1.49%,0.0003,0.3504,-0.525,-0.0867,1.05%,1.11%,10.17%,-1.33%,DUK
27959,20161012,252,0.97%,0.0004,0.3492,-0.5323,-0.0788,1.05%,1.11%,10.23%,0.86%,DUK
27959,20161013,252,1.68%,0.0005,0.3491,-0.5495,-0.0925,1.05%,1.11%,10.38%,1.43%,DUK
27959,20161014,252,-0.94%,0.0004,0.3405,-0.5525,-0.0966,1.05%,1.11%,10.15%,-1.09%,DUK
27959,20161017,252,0.43%,0.0004,0.3408,-0.5557,-0.0977,1.05%,1.11%,10.15%,0.51%,DUK
27959,20161018,252,0.46%,0.0004,0.3413,-0.5563,-0.098,1.05%,1.11%,10.19%,0.17%,DUK
27959,20161019,252,0.30%,0.0004,0.342,-0.5567,-0.0995,1.05%,1.11%,10.21%,0.32%,DUK
27959,20161020,252,0.37%,0.0004,0.3416,-0.5578,-0.1004,1.05%,1.11%,10.19%,0.40%,DUK
27959,20161021,252,-0.51%,0.0004,0.3347,-0.5438,-0.0979,1.05%,1.11%,9.56%,-0.63%,DUK
27959,20161024,252,0.49%,0.0005,0.3502,-0.5554,-0.1205,1.04%,1.10%,10.29%,0.31%,DUK
27959,20161025,252,0.24%,0.0006,0.3524,-0.5736,-0.1455,1.03%,1.09%,10.77%,0.10%,DUK
27959,20161026,252,0.23%,0.0006,0.3529,-0.5776,-0.1515,1.03%,1.09%,10.80%,-0.07%,DUK
27959,20161027,252,-0.44%,0.0006,0.355,-0.5453,-0.1458,1.03%,1.09%,10.43%,-0.79%,DUK
27959,20161028,252,0.38%,0.0006,0.355,-0.5522,-0.1461,1.03%,1.09%,10.47%,0.44%,DUK
27959,20161031,252,1.65%,0.0007,0.3547,-0.5512,-0.1439,1.04%,1.10%,10.35%,1.67%,DUK
27959,20161101,252,-1.81%,0.0005,0.3559,-0.5551,-0.1485,1.04%,1.10%,10.36%,-1.74%,DUK
27959,20161102,252,-0.73%,0.0005,0.3581,-0.5492,-0.1524,1.04%,1.10%,10.33%,-0.78%,DUK
27959,20161103,252,-0.03%,0.0005,0.3577,-0.5476,-0.1538,1.04%,1.10%,10.28%,0.02%,DUK
27959,20161104,252,-0.91%,0.0005,0.3582,-0.5538,-0.1479,1.04%,1.10%,10.43%,-0.48%,DUK
27959,20161107,252,2.41%,0.0008,0.3665,-0.4835,-0.1226,1.00%,1.06%,10.79%,1.69%,DUK
27959,20161108,252,0.66%,0.0008,0.3695,-0.4841,-0.1239,1.00%,1.06%,10.91%,0.45%,DUK
27959,20161109,252,-2.90%,0.0007,0.3675,-0.5622,-0.1684,1.01%,1.08%,11.63%,-2.43%,DUK
27959,20161110,252,-2.82%,0.0006,0.3764,-0.6006,-0.219,1.02%,1.09%,12.69%,-2.00%,DUK
27959,20161111,252,0.11%,0.0007,0.3609,-0.5509,-0.2193,1.02%,1.09%,11.97%,1.54%,DUK
27959,20161114,252,-1.06%,0.0006,0.362,-0.5571,-0.2302,1.02%,1.09%,12.11%,-0.52%,DUK
27959,20161115,252,2.00%,0.0007,0.3656,-0.5661,-0.2329,1.02%,1.09%,12.25%,1.43%,DUK
27959,20161116,252,-1.46%,0.0008,0.368,-0.5811,-0.2502,1.01%,1.08%,12.95%,-1.37%,DUK
27959,20161117,252,-0.14%,0.0007,0.355,-0.5743,-0.2443,1.01%,1.08%,12.37%,-0.30%,DUK
27959,20161118,252,-0.37%,0.0006,0.3548,-0.5667,-0.2392,1.00%,1.07%,12.40%,0.10%,DUK
27959,20161121,252,1.13%,0.0006,0.3568,-0.5748,-0.2353,1.00%,1.07%,12.64%,0.73%,DUK
27959,20161122,252,-0.74%,0.0006,0.3552,-0.5664,-0.2437,1.00%,1.07%,12.58%,-0.41%,DUK
27959,20161123,252,-0.46%,0.0006,0.3558,-0.5726,-0.2457,1.00%,1.07%,12.69%,-0.20%,DUK
27959,20161125,252,1.10%,0.0007,0.3575,-0.5719,-0.251,1.00%,1.07%,12.73%,0.85%,DUK
27959,20161128,252,2.33%,0.0008,0.3541,-0.5918,-0.2527,1.01%,1.08%,12.79%,2.15%,DUK
27959,20161129,252,0.38%,0.0007,0.3569,-0.5951,-0.2595,1.01%,1.08%,12.97%,0.12%,DUK
27959,20161130,252,-3.40%,0.0007,0.3681,-0.5946,-0.3413,1.02%,1.10%,13.54%,-2.97%,DUK
27959,20161201,252,-1.38%,0.0008,0.3563,-0.5755,-0.3836,1.01%,1.09%,13.75%,-0.96%,DUK
27959,20161202,252,0.92%,0.0008,0.3615,-0.5763,-0.3904,1.01%,1.09%,13.91%,0.83%,DUK
27959,20161205,252,0.26%,0.0008,0.3664,-0.5741,-0.3914,1.01%,1.09%,13.42%,0.72%,DUK
27959,20161206,252,0.34%,0.0007,0.3687,-0.5472,-0.3737,1.01%,1.08%,12.97%,0.61%,DUK
27959,20161207,252,1.10%,0.0008,0.3716,-0.5517,-0.3745,1.01%,1.08%,13.23%,0.49%,DUK
27959,20161208,252,0.08%,0.0008,0.3719,-0.5377,-0.3704,1.01%,1.08%,13.12%,0.80%,DUK
27959,20161209,252,1.46%,0.0009,0.3783,-0.5444,-0.3784,1.00%,1.08%,13.63%,1.19%,DUK
27959,20161212,252,0.87%,0.0009,0.3914,-0.5518,-0.3806,1.00%,1.08%,14.17%,0.43%,DUK
27959,20161213,252,1.10%,0.0009,0.3931,-0.555,-0.3827,1.00%,1.08%,14.22%,0.47%,DUK
27959,20161214,252,-2.32%,0.0007,0.3994,-0.5446,-0.3761,1.01%,1.09%,13.93%,-2.30%,DUK
27959,20161215,252,0.66%,0.0007,0.3925,-0.5362,-0.3651,1.01%,1.08%,13.29%,0.79%,DUK
27959,20161216,252,0.74%,0.0007,0.4036,-0.5476,-0.3657,1.01%,1.08%,13.72%,0.70%,DUK
27959,20161219,252,0.71%,0.0008,0.3987,-0.5379,-0.366,1.01%,1.08%,13.18%,0.82%,DUK
27959,20161220,252,0.29%,0.0008,0.3997,-0.5359,-0.363,1.01%,1.08%,13.11%,0.57%,DUK
27959,20161221,252,-0.45%,0.0007,0.3937,-0.529,-0.3697,1.01%,1.08%,12.99%,-0.47%,DUK
27959,20161222,252,1.00%,0.0007,0.3861,-0.5353,-0.3745,1.00%,1.08%,12.94%,0.82%,DUK
27959,20161223,252,-0.19%,0.0007,0.3865,-0.5377,-0.373,1.00%,1.08%,12.95%,-0.15%,DUK
27959,20161227,252,-0.18%,0.0007,0.3865,-0.5422,-0.3764,1.00%,1.08%,13.04%,-0.13%,DUK
